result_id;user_id;user_level;word_id;word_level;frequency;timestamp;is_correct;time_spent;attempt_number;days_since_last_seen;level_gap;is_hard_word;is_slow_response;is_rare_word;forgetting_risk;user_performance_score
R01433;U007;A2;W0379;B1;high;2024-04-04;False;10.43;1;0;1;1;0;0;0;0.4
R01847;U007;A2;W0870;A1;medium;2024-04-05;False;5.68;1;0;-1;0;0;0;0;0.4
R02821;U007;A2;W0297;C2;high;2024-04-06;False;17.11;1;0;4;1;1;0;0;0.3
R03642;U007;A2;W0379;B1;high;2024-04-06;False;9.57;2;2;1;1;0;0;0;0.3
R03915;U007;A2;W1848;A2;low;2024-04-06;True;6.49;1;0;0;0;0;1;0;0.4
R05438;U007;A2;W0732;B1;high;2024-04-06;False;10.4;1;0;1;1;0;0;0;0.4
R08098;U007;A2;W1419;A2;medium;2024-04-06;False;8.08;2;3;0;0;0;0;0;0.4
R02309;U007;A2;W1650;C2;low;2024-04-07;False;16.33;3;6;4;1;1;1;0;0.3
R01881;U007;A2;W0870;A1;medium;2024-04-08;False;7.13;2;3;-1;0;0;0;0;0.2
R01647;U007;A2;W0280;B2;high;2024-04-09;False;12.51;1;0;2;1;1;0;0;0.1
R06048;U007;A2;W1695;A1;low;2024-04-09;True;4.47;5;29;-1;0;0;1;1;0.2
R08390;U007;A2;W0732;B1;high;2024-04-09;False;10.36;2;3;1;1;0;0;0;0.2
R02168;U007;A2;W0280;B2;high;2024-04-12;True;8.73;2;3;2;1;0;0;0;0.3
R09494;U007;A2;W0379;B1;high;2024-04-13;True;7.08;3;7;1;1;0;0;0;0.4
R04378;U007;A2;W0280;B2;high;2024-04-17;False;10.32;3;5;2;1;0;0;0;0.3
R03552;U007;A2;W1542;A1;low;2024-04-18;False;11.39;5;21;-1;0;0;1;1;0.3
R09063;U007;A2;W0695;B2;high;2024-04-19;False;12.83;1;0;2;1;1;0;0;0.3
R03655;U007;A2;W1650;C2;low;2024-04-21;False;14.33;4;14;4;1;1;1;1;0.3
R06743;U007;A2;W0907;B2;low;2024-04-23;False;13.26;1;0;2;1;1;1;0;0.3
R07540;U007;A2;W1832;C1;high;2024-04-27;False;13.29;1;0;3;1;1;0;0;0.3
R03234;U007;A2;W1830;B2;high;2024-04-28;False;14.44;1;0;2;1;1;0;0;0.2
R07742;U007;A2;W1832;C1;high;2024-04-28;True;9.77;2;1;3;1;0;0;0;0.3
R05015;U007;A2;W1830;B2;high;2024-04-30;True;8.45;2;2;2;1;0;0;0;0.3
R07811;U007;A2;W0229;C2;low;2024-04-30;False;13.06;1;0;4;1;1;1;0;0.2
R08935;U007;A2;W1695;A1;low;2024-05-07;True;4.43;6;28;-1;0;0;1;1;0.3
R01878;U008;A2;W0618;A1;high;2024-01-06;False;12.34;1;0;-1;0;1;0;0;0.0
R02805;U008;A2;W0618;A1;high;2024-01-07;True;7.44;2;1;-1;0;0;0;0;0.5
R08644;U008;A2;W0461;C2;high;2024-01-08;False;15.66;1;0;4;1;1;0;0;0.3333333333333333
R01481;U008;A2;W0811;B2;low;2024-01-09;True;7.04;1;0;2;1;0;1;0;0.5
R01549;U008;A2;W0811;B2;low;2024-01-11;False;15.31;2;2;2;1;1;1;0;0.4
R02989;U008;A2;W0618;A1;high;2024-01-14;True;2.36;3;7;-1;0;0;0;0;0.5
R04955;U008;A2;W0143;A1;high;2024-01-14;False;9.53;1;0;-1;0;0;0;0;0.42857142857142855
R00003;U008;A2;W0408;C2;medium;2024-01-15;True;15.69;1;0;4;1;1;0;0;0.5
R09880;U008;A2;W1459;C1;medium;2024-01-15;True;10.73;1;0;3;1;0;0;0;0.5555555555555556
R00093;U008;A2;W0408;C2;medium;2024-01-16;True;13.47;2;1;4;1;1;0;0;0.6
R00179;U008;A2;W1917;C1;low;2024-01-16;False;16.11;1;0;3;1;1;1;0;0.6
R02136;U008;A2;W1874;B2;low;2024-01-16;True;10.34;1;0;2;1;0;1;0;0.6
R05882;U008;A2;W0143;A1;high;2024-01-17;False;8.82;2;3;-1;0;0;0;0;0.6
R00362;U008;A2;W1917;C1;low;2024-01-18;False;11.6;2;2;3;1;0;1;0;0.5
R01817;U008;A2;W0811;B2;low;2024-01-18;True;8.2;3;7;2;1;0;1;0;0.6
R05915;U008;A2;W0343;B1;low;2024-01-19;True;6.89;1;0;1;1;0;1;0;0.6
R06682;U008;A2;W1819;B2;high;2024-01-20;True;11.16;1;0;2;1;0;0;0;0.7
R00097;U008;A2;W0408;C2;medium;2024-01-23;True;13.07;3;7;4;1;1;0;0;0.7
R00875;U008;A2;W1917;C1;low;2024-01-24;False;15.9;3;6;3;1;1;1;0;0.6
R00321;U008;A2;W1487;A1;medium;2024-01-25;True;6.38;1;0;-1;0;0;0;0;0.6
R02284;U008;A2;W1487;A1;medium;2024-01-26;False;6.16;2;1;-1;0;0;0;0;0.6
R09304;U008;A2;W0141;C1;high;2024-01-27;False;13.96;1;0;3;1;1;0;0;0.5
R02124;U008;A2;W0602;B2;high;2024-01-30;False;16.24;1;0;2;1;1;0;0;0.5
R03122;U008;A2;W0811;B2;low;2024-02-01;True;10.84;4;14;2;1;0;1;1;0.6
R03274;U008;A2;W1487;A1;medium;2024-02-01;True;6.53;3;6;-1;0;0;0;0;0.6
R04106;U008;A2;W0602;B2;high;2024-02-02;False;12.31;2;3;2;1;1;0;0;0.5
R00240;U008;A2;W0408;C2;medium;2024-02-04;False;19.55;4;12;4;1;1;0;1;0.4
R02225;U008;A2;W1917;C1;low;2024-02-07;False;15.24;4;14;3;1;1;1;1;0.3
R00491;U008;A2;W1168;B2;high;2024-02-10;False;15.97;1;0;2;1;1;0;0;0.3
R00775;U008;A2;W1332;B2;high;2024-02-11;False;11.55;1;0;2;1;0;0;0;0.2
R03774;U008;A2;W1487;A1;medium;2024-02-11;True;4.95;4;10;-1;0;0;0;1;0.3
R01058;U008;A2;W1332;B2;high;2024-02-12;True;7.54;2;1;2;1;0;0;0;0.4
R01446;U008;A2;W0096;A1;medium;2024-02-12;True;6.56;1;0;-1;0;0;0;0;0.5
R02431;U008;A2;W0779;B1;medium;2024-02-12;True;6.53;1;0;1;1;0;0;0;0.5
R09771;U008;A2;W1675;A1;high;2024-02-14;True;7.74;1;0;-1;0;0;0;0;0.5
R02477;U008;A2;W1270;C2;medium;2024-02-18;False;17.44;1;0;4;1;1;0;0;0.5
R03622;U008;A2;W1332;B2;high;2024-02-18;False;13.93;3;6;2;1;1;0;0;0.5
R02565;U008;A2;W1270;C2;medium;2024-02-19;False;19.52;2;1;4;1;1;0;0;0.5
R06260;U008;A2;W1254;B1;high;2024-02-20;True;6.89;1;0;1;1;0;0;0;0.6
R07318;U008;A2;W1561;B2;high;2024-02-20;True;7.38;1;0;2;1;0;0;0;0.7
R03393;U008;A2;W1825;C2;high;2024-02-23;False;15.03;1;0;4;1;1;0;0;0.6
R03476;U008;A2;W1660;C1;high;2024-02-23;False;14.71;1;0;3;1;1;0;0;0.5
R04734;U008;A2;W0795;C1;high;2024-02-24;False;16.86;1;0;3;1;1;0;0;0.4
R01525;U008;A2;W1715;C2;high;2024-02-25;False;16.43;1;0;4;1;1;0;0;0.3
R09824;U008;A2;W1261;C1;low;2024-02-25;True;11.52;1;0;3;1;0;1;0;0.3
R05849;U008;A2;W1307;C2;low;2024-02-26;True;14.73;1;0;4;1;1;1;0;0.4
R07457;U008;A2;W1270;C2;medium;2024-02-26;False;15.29;3;7;4;1;1;0;0;0.4
R06331;U008;A2;W1307;C2;low;2024-02-27;False;16.34;2;1;4;1;1;1;0;0.4
R01570;U008;A2;W0408;C2;medium;2024-02-28;False;16.17;5;24;4;1;1;0;1;0.3
R03601;U008;A2;W1113;A2;high;2024-02-28;True;4.1;1;0;0;0;0;0;0;0.3
R04831;U008;A2;W1113;A2;high;2024-02-29;False;9.57;2;1;0;0;0;0;0;0.3
R05700;U008;A2;W0632;B2;low;2024-03-04;False;14.36;1;0;2;1;1;1;0;0.3
R05173;U008;A2;W1223;B2;medium;2024-03-05;True;9.01;1;0;2;1;0;0;0;0.4
R09493;U008;A2;W0194;B2;low;2024-03-05;False;11.4;1;0;2;1;0;1;0;0.4
R08054;U008;A2;W0036;C2;high;2024-03-06;False;14.17;1;0;4;1;1;0;0;0.3
R02539;U008;A2;W0938;C1;high;2024-03-07;False;15.16;1;0;3;1;1;0;0;0.2
R08101;U008;A2;W0036;C2;high;2024-03-07;False;13.39;2;1;4;1;1;0;0;0.2
R03020;U008;A2;W0938;C1;high;2024-03-08;True;12.32;2;1;3;1;1;0;0;0.3
R07950;U008;A2;W1378;A1;low;2024-03-10;True;6.33;1;0;-1;0;0;1;0;0.4
R01718;U008;A2;W1811;C2;medium;2024-03-11;False;16.14;1;0;4;1;1;0;0;0.3
R00660;U008;A2;W1555;A2;low;2024-03-12;True;6.51;1;0;0;0;0;1;0;0.4
R08897;U008;A2;W1487;A1;medium;2024-03-12;True;6.88;5;30;-1;0;0;0;1;0.5
R08388;U008;A2;W1337;B2;medium;2024-03-14;False;9.31;1;0;2;1;0;0;0;0.4
R03905;U008;A2;W0938;C1;high;2024-03-15;False;13.77;3;7;3;1;1;0;0;0.4
R01709;U008;A2;W1269;B1;high;2024-03-20;True;5.29;1;0;1;1;0;0;0;0.5
R08711;U008;A2;W0842;B2;medium;2024-03-20;False;12.38;1;0;2;1;1;0;0;0.5
R01605;U008;A2;W0408;C2;medium;2024-03-23;False;16.58;6;24;4;1;1;0;1;0.5
R02770;U008;A2;W1269;B1;high;2024-03-23;False;9.31;2;3;1;1;0;0;0;0.4
R05973;U008;A2;W0938;C1;high;2024-03-26;False;19.73;4;11;3;1;1;0;1;0.3
R05354;U008;A2;W1481;A2;high;2024-03-29;False;9.07;1;0;0;0;0;0;0;0.3
R08614;U008;A2;W1269;B1;high;2024-03-29;True;5.93;3;6;1;1;0;0;0;0.3
R02590;U008;A2;W1553;B2;high;2024-04-01;False;11.7;1;0;2;1;0;0;0;0.2
R06021;U008;A2;W0221;A1;low;2024-04-03;True;6.33;1;0;-1;0;0;1;0;0.3
R06938;U008;A2;W1439;C1;high;2024-04-03;True;11.07;1;0;3;1;0;0;0;0.4
R02786;U008;A2;W1553;B2;high;2024-04-04;False;13.4;2;3;2;1;1;0;0;0.3
R09415;U008;A2;W0877;A1;medium;2024-04-04;True;4.9;1;0;-1;0;0;0;0;0.4
R01547;U008;A2;W0344;A1;high;2024-04-05;False;7.11;1;0;-1;0;0;0;0;0.4
R06069;U008;A2;W0433;C2;low;2024-04-05;False;14.9;1;0;4;1;1;1;0;0.4
R03228;U008;A2;W0344;A1;high;2024-04-06;True;5.82;2;1;-1;0;0;0;0;0.5
R05122;U008;A2;W0937;B2;low;2024-04-08;False;15.83;1;0;2;1;1;1;0;0.5
R08416;U008;A2;W0433;C2;low;2024-04-08;False;14.87;2;3;4;1;1;1;0;0.4
R04610;U008;A2;W0589;A2;high;2024-04-09;True;3.51;1;0;0;0;0;0;0;0.5
R09037;U008;A2;W1553;B2;high;2024-04-10;False;14.54;3;6;2;1;1;0;0;0.4
R09707;U008;A2;W1280;A1;medium;2024-04-11;False;7.73;1;0;-1;0;0;0;0;0.3
R09475;U008;A2;W0589;A2;high;2024-04-12;False;8.11;2;3;0;0;0;0;0;0.3
R09656;U008;A2;W0344;A1;high;2024-04-12;True;7.8;3;6;-1;0;0;0;0;0.3
R09814;U008;A2;W1280;A1;medium;2024-04-12;False;5.93;2;1;-1;0;0;0;0;0.3
R04778;U008;A2;W0494;C1;high;2024-04-13;False;15.64;1;0;3;1;1;0;0;0.3
R06294;U008;A2;W0494;C1;high;2024-04-16;True;12.28;2;3;3;1;1;0;0;0.3
R05954;U008;A2;W0062;A1;medium;2024-04-20;True;3.36;1;0;-1;0;0;0;0;0.4
R08939;U008;A2;W0327;C2;medium;2024-04-21;False;15.75;1;0;4;1;1;0;0;0.4
R03995;U008;A2;W0142;C1;high;2024-04-24;False;14.28;1;0;3;1;1;0;0;0.3
R07283;U008;A2;W0970;C2;medium;2024-04-25;True;13.79;1;0;4;1;1;0;0;0.4
R01913;U008;A2;W1732;A2;high;2024-04-26;True;9.03;1;0;0;0;0;0;0;0.5
R02421;U008;A2;W1221;A1;medium;2024-04-27;True;4.9;1;0;-1;0;0;0;0;0.6
R07612;U008;A2;W1221;A1;medium;2024-04-29;True;5.37;2;2;-1;0;0;0;0;0.6
R01646;U008;A2;W1845;C1;medium;2024-04-30;False;11.79;1;0;3;1;0;0;0;0.6
R02243;U008;A2;W1845;C1;medium;2024-05-01;True;10.7;2;1;3;1;0;0;0;0.7
R02711;U008;A2;W1845;C1;medium;2024-05-08;False;10.89;3;7;3;1;0;0;0;0.6
R06998;U008;A2;W1845;C1;medium;2024-05-18;False;10.45;4;10;3;1;0;0;1;0.5
R02893;U009;C2;W1760;B1;high;2024-01-01;True;4.89;1;0;-3;0;0;0;0;1.0
R05151;U009;C2;W0338;C1;low;2024-01-02;True;5.72;1;0;-1;0;0;1;0;1.0
R08028;U009;C2;W1760;B1;high;2024-01-02;True;4.36;2;1;-3;0;0;0;0;1.0
R09320;U009;C2;W0903;C1;medium;2024-01-03;True;2.67;1;0;-1;0;0;0;0;1.0
R09894;U009;C2;W0338;C1;low;2024-01-03;True;2.95;2;1;-1;0;0;1;0;1.0
R05403;U009;C2;W0538;B2;medium;2024-01-05;True;6.04;1;0;-2;0;0;0;0;1.0
R06441;U009;C2;W1624;A1;high;2024-01-09;False;9.84;1;0;-5;0;0;0;0;0.8571428571428571
R04007;U009;C2;W0074;A2;high;2024-01-10;True;5.05;1;0;-4;0;0;0;0;0.875
R04755;U009;C2;W0242;B1;high;2024-01-11;True;4.2;1;0;-3;0;0;0;0;0.8888888888888888
R04948;U009;C2;W0074;A2;high;2024-01-11;True;5.82;2;1;-4;0;0;0;0;0.9
R00689;U009;C2;W0070;A2;medium;2024-01-18;True;3.9;1;0;-4;0;0;0;0;0.9
R08992;U009;C2;W0074;A2;high;2024-01-18;True;4.34;3;7;-4;0;0;0;0;0.9
R01997;U009;C2;W0070;A2;medium;2024-01-21;True;5.17;2;3;-4;0;0;0;0;0.9
R02726;U009;C2;W0680;B2;high;2024-01-23;False;8.2;1;0;-2;0;0;0;0;0.8
R05051;U009;C2;W1327;C1;high;2024-01-23;False;7.66;1;0;-1;0;0;0;0;0.7
R03564;U009;C2;W0966;C2;medium;2024-01-24;True;2.07;1;0;0;0;0;0;0;0.7
R06423;U009;C2;W1327;C1;high;2024-01-24;True;2.09;2;1;-1;0;0;0;0;0.8
R07635;U009;C2;W1819;B2;high;2024-01-24;True;6.21;1;0;-2;0;0;0;0;0.8
R02278;U009;C2;W0070;A2;medium;2024-01-26;True;6.28;3;5;-4;0;0;0;0;0.8
R09750;U009;C2;W0932;B1;medium;2024-01-28;True;2.64;1;0;-3;0;0;0;0;0.8
R09758;U009;C2;W1327;C1;high;2024-01-29;True;5.23;3;5;-1;0;0;0;0;0.8
R09207;U009;C2;W0074;A2;high;2024-01-31;True;5.88;4;13;-4;0;0;0;1;0.8
R07272;U009;C2;W1304;A2;low;2024-02-07;True;3.37;1;0;-4;0;0;1;0;0.8
R07846;U009;C2;W0114;A1;high;2024-02-07;True;4.31;1;0;-5;0;0;0;0;0.9
R07023;U009;C2;W1848;A2;low;2024-02-08;True;4.53;1;0;-4;0;0;1;0;1.0
R04814;U009;C2;W0682;A1;high;2024-02-16;True;4.93;1;0;-5;0;0;0;0;1.0
R09107;U009;C2;W1129;C2;medium;2024-02-22;True;6.34;1;0;0;0;0;0;0;1.0
R00603;U009;C2;W1427;B2;high;2024-02-23;True;3.95;1;0;-2;0;0;0;0;1.0
R05612;U009;C2;W0066;B1;high;2024-02-24;True;4.66;1;0;-3;0;0;0;0;1.0
R01935;U009;C2;W1427;B2;high;2024-02-26;True;3.61;2;3;-2;0;0;0;0;1.0
R07215;U009;C2;W0066;B1;high;2024-02-26;True;6.23;2;2;-3;0;0;0;0;1.0
R04878;U009;C2;W1742;C2;high;2024-02-28;True;5.83;1;0;0;0;0;0;0;1.0
R00067;U009;C2;W0264;C1;high;2024-03-01;True;2.15;1;0;-1;0;0;0;0;1.0
R09338;U009;C2;W1742;C2;high;2024-03-01;False;6.92;2;2;0;0;0;0;0;0.9
R00209;U009;C2;W0264;C1;high;2024-03-02;True;3.8;2;1;-1;0;0;0;0;0.9
R02922;U009;C2;W1427;B2;high;2024-03-03;True;5.26;3;6;-2;0;0;0;0;0.9
R03087;U009;C2;W1362;C2;low;2024-03-03;False;7.58;1;0;0;0;0;1;0;0.8
R07712;U009;C2;W1648;B2;high;2024-03-04;True;5.91;1;0;-2;0;0;0;0;0.8
R09978;U009;C2;W0785;B1;high;2024-03-04;True;2.92;1;0;-3;0;0;0;0;0.8
R07356;U009;C2;W1408;C2;high;2024-03-05;False;8.95;1;0;0;0;0;0;0;0.7
R08064;U009;C2;W1705;B1;high;2024-03-05;True;3.48;1;0;-3;0;0;0;0;0.7
R00381;U009;C2;W0264;C1;high;2024-03-07;True;7.11;3;5;-1;0;0;0;0;0.7
R03856;U009;C2;W0854;C1;medium;2024-03-07;False;10.75;1;0;-1;0;0;0;0;0.6
R04268;U009;C2;W1825;C2;high;2024-03-08;True;6.04;1;0;0;0;0;0;0;0.7
R08386;U009;C2;W1705;B1;high;2024-03-08;True;2.3;2;3;-3;0;0;0;0;0.7
R09330;U009;C2;W1408;C2;high;2024-03-08;True;5.0;2;3;0;0;0;0;0;0.7
R02242;U009;C2;W0289;B2;high;2024-03-10;True;5.88;1;0;-2;0;0;0;0;0.8
R01504;U009;C2;W1645;A2;medium;2024-03-11;False;8.91;1;0;-4;0;0;0;0;0.7
R08468;U009;C2;W1275;C1;medium;2024-03-12;False;10.5;1;0;-1;0;0;0;0;0.6
R05029;U009;C2;W0905;A1;high;2024-03-13;True;3.19;1;0;-5;0;0;0;0;0.7
R01017;U009;C2;W0114;A1;high;2024-03-14;True;5.83;1;0;-5;0;0;0;0;0.7
R04168;U009;C2;W1645;A2;medium;2024-03-14;True;3.73;2;3;-4;0;0;0;0;0.7
R06847;U009;C2;W1427;B2;high;2024-03-15;True;4.86;4;12;-2;0;0;0;1;0.8
R01566;U009;C2;W0264;C1;high;2024-03-19;True;5.71;4;12;-1;0;0;0;1;0.8
R06173;U009;C2;W1645;A2;medium;2024-03-20;True;1.89;3;6;-4;0;0;0;0;0.8
R08149;U009;C2;W0269;C1;high;2024-03-21;True;4.95;1;0;-1;0;0;0;0;0.8
R01164;U009;C2;W1407;A1;high;2024-03-25;False;10.48;1;0;-5;0;0;0;0;0.7
R07864;U009;C2;W0116;A2;high;2024-03-25;True;6.9;1;0;-4;0;0;0;0;0.8
R00201;U009;C2;W1821;C2;high;2024-03-27;True;8.63;1;0;0;0;0;0;0;0.9
R00948;U009;C2;W1821;C2;high;2024-03-28;True;4.78;2;1;0;0;0;0;0;0.9
R01303;U009;C2;W1407;A1;high;2024-03-28;True;7.02;2;3;-5;0;0;0;0;0.9
R02428;U009;C2;W0900;C1;low;2024-03-28;False;11.28;1;0;-1;0;0;1;0;0.8
R02937;U009;C2;W0084;C1;medium;2024-03-28;True;2.47;1;0;-1;0;0;0;0;0.8
R02327;U009;C2;W0805;B1;low;2024-03-29;True;4.03;1;0;-3;0;0;1;0;0.8
R04659;U009;C2;W0900;C1;low;2024-03-29;True;5.54;2;1;-1;0;0;1;0;0.8
R09366;U009;C2;W0954;C1;low;2024-03-29;False;9.88;1;0;-1;0;0;1;0;0.7
R02516;U009;C2;W0805;B1;low;2024-03-30;True;5.34;2;1;-3;0;0;1;0;0.8
R09192;U009;C2;W1924;C2;medium;2024-03-30;False;9.24;1;0;0;0;0;0;0;0.7
R07196;U009;C2;W1765;C1;medium;2024-04-02;False;8.22;1;0;-1;0;0;0;0;0.6
R01102;U009;C2;W1821;C2;high;2024-04-03;True;3.19;3;6;0;0;0;0;0;0.6
R02324;U009;C2;W1945;C1;low;2024-04-03;True;4.28;1;0;-1;0;0;1;0;0.6
R02701;U009;C2;W1407;A1;high;2024-04-03;True;5.13;3;6;-5;0;0;0;0;0.7
R09186;U009;C2;W1447;B2;medium;2024-04-03;True;6.23;1;0;-2;0;0;0;0;0.7
R09561;U009;C2;W1765;C1;medium;2024-04-03;False;9.31;2;1;-1;0;0;0;0;0.6
R03088;U009;C2;W0805;B1;low;2024-04-04;False;8.77;3;5;-3;0;0;1;0;0.5
R05342;U009;C2;W0496;B2;high;2024-04-04;True;3.21;1;0;-2;0;0;0;0;0.6
R05722;U009;C2;W0900;C1;low;2024-04-04;False;4.64;3;6;-1;0;0;1;0;0.5
R07068;U009;C2;W0412;A1;medium;2024-04-07;True;4.87;1;0;-5;0;0;0;0;0.6
R02252;U009;C2;W0264;C1;high;2024-04-08;True;5.85;5;20;-1;0;0;0;1;0.7
R05863;U009;C2;W1145;C1;low;2024-04-08;True;6.29;1;0;-1;0;0;1;0;0.7
R04516;U009;C2;W0250;C2;medium;2024-04-10;False;10.39;1;0;0;0;0;0;0;0.6
R08601;U009;C2;W1145;C1;low;2024-04-10;True;5.92;2;2;-1;0;0;1;0;0.6
R01246;U009;C2;W0860;A1;high;2024-04-12;True;4.5;1;0;-5;0;0;0;0;0.6
R05766;U009;C2;W0551;C2;medium;2024-04-12;True;5.43;1;0;0;0;0;0;0;0.7
R01544;U009;C2;W0860;A1;high;2024-04-13;True;6.85;2;1;-5;0;0;0;0;0.8
R07389;U009;C2;W0101;B1;high;2024-04-13;True;5.63;1;0;-3;0;0;0;0;0.8
R07757;U009;C2;W0551;C2;medium;2024-04-13;True;6.29;2;1;0;0;0;0;0;0.9
R08325;U009;C2;W0250;C2;medium;2024-04-13;True;5.45;2;3;0;0;0;0;0;0.9
R04788;U009;C2;W0805;B1;low;2024-04-14;False;8.2;4;10;-3;0;0;1;1;0.8
R06470;U009;C2;W1772;C1;high;2024-04-14;True;3.89;1;0;-1;0;0;0;0;0.8
R02643;U009;C2;W1821;C2;high;2024-04-16;False;12.84;4;13;0;0;1;0;1;0.8
R03948;U009;C2;W1407;A1;high;2024-04-17;True;4.11;4;14;-5;0;0;0;1;0.8
R02659;U009;C2;W0860;A1;high;2024-04-18;True;3.83;3;5;-5;0;0;0;0;0.8
R03064;U009;C2;W0631;A1;high;2024-04-27;True;4.4;1;0;-5;0;0;0;0;0.8
R03433;U009;C2;W0631;A1;high;2024-04-28;True;4.77;2;1;-5;0;0;0;0;0.8
R06510;U009;C2;W1882;A2;high;2024-04-28;True;6.1;1;0;-4;0;0;0;0;0.8
R02430;U009;C2;W0264;C1;high;2024-05-02;True;5.1;6;24;-1;0;0;0;1;0.8
R05348;U009;C2;W0631;A1;high;2024-05-03;True;3.4;3;5;-5;0;0;0;0;0.8
R06293;U009;C2;W1407;A1;high;2024-05-09;True;6.8;5;22;-5;0;0;0;1;0.9
R07203;U009;C2;W0805;B1;low;2024-05-11;False;6.29;5;27;-3;0;0;1;1;0.8
R05018;U009;C2;W0264;C1;high;2024-05-28;True;5.69;7;26;-1;0;0;0;1;0.9
R05878;U009;C2;W0264;C1;high;2024-06-20;True;1.24;8;23;-1;0;0;0;1;0.9
R09798;U009;C2;W0264;C1;high;2024-07-10;True;6.39;9;20;-1;0;0;0;1;0.9
R01445;U010;A2;W0584;B1;medium;2024-01-04;False;10.21;1;0;1;1;0;0;0;0.0
R06642;U010;A2;W0087;C1;low;2024-01-05;False;14.92;1;0;3;1;1;1;0;0.0
R08833;U010;A2;W0303;B2;high;2024-01-09;True;8.44;1;0;2;1;0;0;0;0.3333333333333333
R08896;U010;A2;W0303;B2;high;2024-01-11;True;8.3;2;2;2;1;0;0;0;0.5
R03714;U010;A2;W1975;C2;low;2024-01-14;False;15.87;1;0;4;1;1;1;0;0.4
R00983;U010;A2;W1918;A2;high;2024-01-15;False;7.65;1;0;0;0;0;0;0;0.3333333333333333
R01370;U010;A2;W0936;C1;medium;2024-01-16;False;14.95;1;0;3;1;1;0;0;0.2857142857142857
R06747;U010;A2;W1918;A2;high;2024-01-17;False;6.65;2;2;0;0;0;0;0;0.25
R04781;U010;A2;W0249;C2;medium;2024-01-21;False;16.11;1;0;4;1;1;0;0;0.2222222222222222
R07240;U010;A2;W1918;A2;high;2024-01-22;False;6.37;3;5;0;0;0;0;0;0.2
R04763;U010;A2;W1406;B1;high;2024-01-24;True;8.59;1;0;1;1;0;0;0;0.3
R06117;U010;A2;W1071;A1;high;2024-01-27;True;4.77;1;0;-1;0;0;0;0;0.4
R00964;U010;A2;W0925;A1;low;2024-01-29;False;10.44;1;0;-1;0;0;1;0;0.3
R01254;U010;A2;W1650;C2;low;2024-01-29;False;14.47;1;0;4;1;1;1;0;0.2
R02444;U010;A2;W1230;A1;high;2024-01-29;True;6.16;1;0;-1;0;0;0;0;0.3
R02205;U010;A2;W1650;C2;low;2024-01-30;False;17.17;2;1;4;1;1;1;0;0.3
R05143;U010;A2;W0925;A1;low;2024-01-31;True;4.39;2;2;-1;0;0;1;0;0.4
R04832;U010;A2;W1230;A1;high;2024-02-01;False;10.47;2;3;-1;0;0;0;0;0.4
R01928;U010;A2;W1750;B1;low;2024-02-04;True;6.98;1;0;1;1;0;1;0;0.5
R06990;U010;A2;W1650;C2;low;2024-02-06;False;15.72;3;7;4;1;1;1;0;0.5
R06399;U010;A2;W1603;C2;high;2024-02-07;True;14.12;1;0;4;1;1;0;0;0.5
R08025;U010;A2;W1230;A1;high;2024-02-08;False;5.96;3;7;-1;0;0;0;0;0.4
R04603;U010;A2;W1416;B1;medium;2024-02-10;True;4.26;1;0;1;1;0;0;0;0.5
R00877;U010;A2;W1900;B1;low;2024-02-11;True;8.17;1;0;1;1;0;1;0;0.6
R05343;U010;A2;W0163;A1;low;2024-02-11;True;2.28;1;0;-1;0;0;1;0;0.6
R02725;U010;A2;W1900;B1;low;2024-02-13;False;10.11;2;2;1;1;0;1;0;0.6
R06177;U010;A2;W0192;A1;high;2024-02-18;True;7.31;1;0;-1;0;0;0;0;0.6
R06929;U010;A2;W0120;C2;low;2024-02-19;False;18.54;1;0;4;1;1;1;0;0.6
R01584;U010;A2;W1738;A2;high;2024-02-20;True;6.35;1;0;0;0;0;0;0;0.6
R00619;U010;A2;W1721;C1;medium;2024-02-21;False;16.17;1;0;3;1;1;0;0;0.6
R07962;U010;A2;W1939;B1;medium;2024-02-21;True;6.61;1;0;1;1;0;0;0;0.6
R09402;U010;A2;W0120;C2;low;2024-02-21;False;15.49;2;2;4;1;1;1;0;0.6
R09657;U010;A2;W1230;A1;high;2024-02-21;True;3.81;4;13;-1;0;0;0;1;0.6
R09740;U010;A2;W0192;A1;high;2024-02-21;True;4.78;2;3;-1;0;0;0;0;0.6
R03021;U010;A2;W1738;A2;high;2024-02-22;True;4.6;2;2;0;0;0;0;0;0.6
R06056;U010;A2;W0793;C1;high;2024-02-23;False;11.59;1;0;3;1;0;0;0;0.6
R00828;U010;A2;W1721;C1;medium;2024-02-24;False;13.47;2;3;3;1;1;0;0;0.5
R06894;U010;A2;W1737;B2;high;2024-02-24;False;11.93;1;0;2;1;0;0;0;0.5
R03402;U010;A2;W0154;A2;medium;2024-02-26;True;5.18;1;0;0;0;0;0;0;0.5
R03789;U010;A2;W1277;A1;medium;2024-02-27;False;10.8;1;0;-1;0;0;0;0;0.5
R04555;U010;A2;W1738;A2;high;2024-02-27;True;6.71;3;5;0;0;0;0;0;0.5
R07226;U010;A2;W1737;B2;high;2024-02-27;True;12.08;2;3;2;1;1;0;0;0.6
R00265;U010;A2;W1110;B1;medium;2024-02-28;False;12.51;1;0;1;1;1;0;0;0.5
R05171;U010;A2;W1699;A1;medium;2024-02-28;False;8.91;1;0;-1;0;0;0;0;0.4
R00920;U010;A2;W1110;B1;medium;2024-02-29;True;8.73;2;1;1;1;0;0;0;0.4
