result_id;user_id;word_id;timestamp;is_correct;time_spent;attempt_number;days_since_last_seen
R01107;U018;W0026;2024-02-25;False;14.15;2;2
R01108;U097;W1405;2024-02-07;True;5.16;2;1
R01109;U017;W1442;2024-04-10;True;13.71;1;0
R01110;U031;W1785;2024-02-15;False;18.46;2;1
R01111;U069;W0010;2024-01-26;False;19.02;3;5
R01112;U068;W1082;2024-01-05;False;11.01;1;0
R01113;U022;W0886;2024-01-04;False;15.16;2;2
R01114;U002;W0714;2024-04-02;False;9.16;1;0
R01115;U019;W0625;2024-02-03;True;3.8;1;0
R01116;U024;W1161;2024-01-17;False;8.49;1;0
R01117;U014;W1787;2024-04-08;False;9.31;1;0
R01118;U050;W1626;2024-03-13;False;8.58;2;3
R01119;U039;W1898;2024-02-06;True;3.14;3;5
R01120;U100;W1209;2024-03-12;True;9.52;1;0
R01121;U054;W1023;2024-02-29;False;12.7;2;2
R01122;U062;W1556;2024-01-21;True;9.21;2;1
R01123;U051;W1277;2024-03-26;True;5.75;2;1
R01124;U057;W1342;2024-03-06;True;5.47;2;2
R01125;U094;W1908;2024-04-26;True;13.63;2;2
R01126;U016;W0467;2024-04-16;False;19.19;1;0
R01127;U029;W0349;2024-04-26;False;11.33;3;7
R01128;U041;W0980;2024-02-07;True;6.62;1;0
R01129;U021;W1297;2024-03-06;False;10.96;1;0
R01130;U016;W1313;2024-03-25;False;14.72;1;0
R01131;U061;W0963;2024-03-11;False;16.57;1;0
R01132;U050;W0904;2024-03-07;False;15.03;1;0
R01133;U034;W1494;2024-03-19;True;7.9;2;2
R01134;U049;W1423;2024-02-22;True;4.23;1;0
R01135;U026;W1322;2024-03-24;True;1.75;1;0
R01136;U001;W0634;2024-02-14;False;8.82;2;1
R01137;U051;W1810;2024-02-13;True;7.14;1;0
R01138;U048;W0791;2024-03-14;True;6.22;1;0
R01139;U034;W1164;2024-04-15;True;10.11;2;1
R01140;U003;W1513;2024-03-01;False;13.27;1;0
R01141;U039;W1316;2024-01-10;True;6.61;1;0
R01142;U017;W1642;2024-03-12;False;15.48;1;0
R01143;U013;W0033;2024-02-12;True;7.95;2;3
R01144;U061;W1654;2024-02-22;True;6.1;1;0
R01145;U033;W1945;2024-03-30;False;18.05;1;0
R01146;U079;W1126;2024-02-21;True;2.0;2;2
R01147;U016;W1489;2024-03-20;False;15.63;3;5
R01148;U043;W1080;2024-04-18;False;8.63;1;0
R01149;U030;W1313;2024-01-06;False;9.32;1;0
R01150;U072;W1107;2024-01-13;True;7.79;1;0
R01151;U065;W1242;2024-01-29;False;8.36;1;0
R01152;U037;W1158;2024-01-16;True;7.57;2;3
R01153;U077;W1762;2024-01-01;False;13.0;1;0
R01154;U089;W0244;2024-02-24;False;9.77;1;0
R01155;U016;W1489;2024-04-02;False;12.76;4;13
R01156;U080;W0053;2024-04-12;True;7.77;1;0
R01157;U046;W1382;2024-02-05;True;5.69;2;2
R01158;U036;W1468;2024-03-31;False;16.78;1;0
R01159;U060;W1187;2024-04-07;True;5.43;2;3
R01160;U028;W0159;2024-04-21;False;10.31;1;0
R01161;U055;W1330;2024-04-03;True;2.41;1;0
R01162;U089;W0274;2024-02-14;True;5.19;2;3
R01163;U083;W0695;2024-04-17;False;14.74;2;3
R01164;U009;W1407;2024-03-25;False;10.48;1;0
R01165;U039;W0041;2024-03-17;True;4.95;1;0
R01166;U089;W0687;2024-04-30;False;12.45;3;6
R01167;U014;W1420;2024-02-10;True;4.35;1;0
R01168;U039;W1316;2024-01-12;True;5.5;2;2
R01169;U037;W0865;2024-01-05;True;7.95;2;2
R01170;U018;W0650;2024-01-17;False;11.55;2;2
R01171;U005;W0063;2024-03-17;True;4.46;3;5
R01172;U082;W1488;2024-02-18;True;8.93;2;3
R01173;U047;W0246;2024-01-03;False;8.81;1;0
R01174;U031;W1063;2024-03-07;True;16.44;1;0
R01175;U052;W0517;2024-02-07;True;6.58;1;0
R01176;U059;W1338;2024-04-23;True;3.3;2;1
R01177;U032;W0913;2024-01-21;True;5.5;1;0
R01178;U005;W1543;2024-04-14;False;8.32;1;0
R01179;U082;W1318;2024-04-29;True;13.15;2;1
R01180;U047;W0246;2024-01-05;True;5.4;2;2
R01181;U041;W0980;2024-02-10;True;4.27;2;3
R01182;U098;W1002;2024-02-16;True;4.41;2;3
R01183;U044;W1312;2024-03-12;True;3.13;1;0
R01184;U031;W1436;2024-02-18;True;10.99;1;0
R01185;U007;W1650;2024-04-01;True;12.66;2;3
R01186;U092;W1023;2024-02-03;False;12.74;2;1
R01187;U095;W0488;2024-03-03;False;15.71;1;0
R01188;U086;W1214;2024-04-17;False;12.62;1;0
R01189;U068;W1869;2024-03-25;True;8.21;3;5
R01190;U049;W0448;2024-02-04;True;8.2;1;0
R01191;U061;W0634;2024-02-10;False;11.51;1;0
R01192;U012;W0046;2024-04-04;False;5.93;1;0
R01193;U070;W0606;2024-02-07;False;17.58;2;1
R01194;U033;W0900;2024-01-18;False;16.27;1;0
R01195;U013;W0604;2024-02-07;False;14.77;1;0
R01196;U040;W0501;2024-03-13;False;11.5;1;0
R01197;U034;W1513;2024-04-01;False;18.72;1;0
R01198;U061;W1542;2024-03-14;True;4.75;4;11
R01199;U036;W1880;2024-04-01;False;11.67;4;12
R01200;U019;W0268;2024-03-16;True;6.51;2;2
R01201;U095;W0270;2024-02-04;True;8.85;4;12
R01202;U024;W0998;2024-02-17;True;4.67;1;0
R01203;U087;W1173;2024-03-25;True;5.27;1;0
R01204;U011;W0639;2024-02-18;False;13.54;2;2
R01205;U012;W1441;2024-03-03;False;8.92;2;3
R01206;U090;W1711;2024-01-28;True;5.91;1;0
R01207;U098;W0186;2024-04-14;True;10.38;2;2
R01208;U068;W0353;2024-02-08;True;2.76;1;0
R01209;U022;W0886;2024-01-11;True;5.99;3;7
R01210;U046;W0026;2024-04-23;False;13.3;1;0
R01211;U072;W1105;2024-04-15;False;14.83;3;6
R01212;U094;W0313;2024-02-25;False;10.6;1;0
R01213;U032;W0083;2024-03-19;True;4.63;1;0
R01214;U060;W1920;2024-01-02;True;4.56;1;0
R01215;U074;W0709;2024-02-12;True;4.55;1;0
R01216;U023;W0773;2024-03-18;True;6.06;1;0
R01217;U019;W0924;2024-03-25;True;4.95;2;2
R01218;U048;W0547;2024-04-06;True;3.38;1;0
R01219;U028;W0097;2024-04-01;True;3.37;1;0
R01220;U040;W0254;2024-01-08;True;5.79;1;0
R01221;U044;W0693;2024-02-05;False;7.88;1;0
R01222;U012;W0337;2024-04-18;False;10.6;1;0
R01223;U013;W1197;2024-04-29;False;19.02;2;2
R01224;U031;W1785;2024-02-20;False;17.61;3;5
R01225;U026;W0869;2024-04-17;False;8.11;1;0
R01226;U014;W1068;2024-04-17;False;8.59;1;0
R01227;U087;W0732;2024-04-20;True;8.25;2;1
R01228;U040;W0653;2024-05-01;True;7.77;2;2
R01229;U058;W0254;2024-03-23;False;12.02;1;0
R01230;U089;W1964;2024-01-25;False;12.81;4;12
R01231;U091;W0438;2024-02-02;False;15.61;3;5
R01232;U042;W1432;2024-03-07;False;11.28;3;6
R01233;U069;W1802;2024-01-29;True;12.52;2;2
R01234;U073;W1344;2024-02-06;True;6.04;1;0
R01235;U015;W0545;2024-04-11;True;7.04;1;0
R01236;U025;W0967;2024-04-09;False;9.19;2;1
R01237;U079;W0394;2024-02-11;True;4.24;1;0
R01238;U075;W1733;2024-01-31;False;14.03;2;3
R01239;U051;W0089;2024-03-24;False;11.81;2;1
R01240;U083;W1337;2024-02-11;False;16.21;2;2
R01241;U017;W1442;2024-04-12;False;16.18;2;2
R01242;U003;W0523;2024-01-30;False;13.73;1;0
R01243;U039;W0405;2024-03-14;True;2.51;1;0
R01244;U024;W0733;2024-04-23;False;14.37;1;0
R01245;U072;W0377;2024-01-18;True;6.75;1;0
R01246;U009;W0860;2024-04-12;True;4.5;1;0
R01247;U044;W1101;2024-01-26;False;6.49;1;0
R01248;U005;W1215;2024-01-04;True;10.08;2;3
R01249;U025;W0772;2024-03-21;True;4.76;3;5
R01250;U055;W1443;2024-04-26;True;4.41;1;0
R01251;U071;W0375;2024-04-18;True;5.78;4;13
R01252;U004;W0794;2024-04-24;True;10.53;1;0
R01253;U051;W1570;2024-03-09;True;6.88;1;0
R01254;U010;W1650;2024-01-29;False;14.47;1;0
R01255;U002;W0470;2024-01-01;True;5.43;1;0
R01256;U065;W0731;2024-01-21;True;3.81;2;2
R01257;U071;W0691;2024-02-06;True;9.87;1;0
R01258;U085;W1646;2024-01-18;True;9.83;2;1
R01259;U043;W1177;2024-01-11;True;6.74;1;0
R01260;U026;W0320;2024-04-13;True;3.91;1;0
R01261;U021;W0404;2024-03-23;False;12.77;3;5
R01262;U006;W0789;2024-02-29;False;12.23;2;3
R01263;U085;W1646;2024-01-25;True;7.14;3;7
R01264;U052;W0064;2024-02-24;False;10.68;1;0
R01265;U018;W0225;2024-01-12;True;11.96;2;2
R01266;U045;W1112;2024-01-07;True;6.89;1;0
R01267;U067;W0700;2024-02-17;True;4.41;1;0
R01268;U002;W1399;2024-03-10;True;8.09;1;0
R01269;U039;W1263;2024-02-08;True;5.38;1;0
R01270;U004;W0333;2024-03-25;True;5.1;3;5
R01271;U067;W1770;2024-03-29;False;9.75;2;2
R01272;U087;W1242;2024-04-25;False;9.31;1;0
R01273;U045;W1212;2024-04-07;True;6.59;2;1
R01274;U015;W0265;2024-01-11;True;5.5;1;0
R01275;U040;W0638;2024-01-24;False;15.13;1;0
R01276;U036;W0158;2024-02-25;False;16.03;1;0
R01277;U035;W1992;2024-03-29;True;4.39;1;0
R01278;U059;W0290;2024-02-25;True;5.6;1;0
R01279;U094;W0480;2024-01-06;False;16.36;1;0
R01280;U067;W1317;2024-01-03;False;7.89;1;0
R01281;U093;W0276;2024-03-22;True;4.52;1;0
R01282;U031;W1063;2024-03-10;False;19.28;2;3
R01283;U018;W1712;2024-01-20;True;2.38;2;1
R01284;U083;W0482;2024-02-16;True;10.56;2;2
R01285;U067;W0053;2024-02-02;False;16.67;2;3
R01286;U035;W0047;2024-04-05;False;7.33;3;7
R01287;U018;W0403;2024-01-04;True;5.58;1;0
R01288;U089;W0988;2024-02-23;False;9.04;1;0
R01289;U003;W1862;2024-01-17;True;4.66;1;0
R01290;U011;W1164;2024-03-15;False;13.5;2;1
R01291;U078;W1473;2024-03-20;True;6.61;2;2
R01292;U041;W0767;2024-03-22;False;10.1;1;0
R01293;U035;W1067;2024-03-04;True;8.58;1;0
R01294;U024;W0233;2024-03-28;False;7.52;1;0
R01295;U079;W1468;2024-01-18;True;5.01;1;0
R01296;U070;W0897;2024-02-22;False;12.48;1;0
R01297;U048;W0273;2024-01-12;False;8.31;1;0
R01298;U027;W1306;2024-04-20;False;6.8;2;1
R01299;U077;W1630;2024-06-13;True;5.37;6;25
R01300;U054;W0598;2024-02-26;False;17.82;1;0
R01301;U034;W0099;2024-03-25;False;19.96;3;5
R01302;U041;W1029;2024-03-01;True;3.1;1;0
R01303;U009;W1407;2024-03-28;True;7.02;2;3
R01304;U072;W0504;2024-01-04;False;20.56;1;0
R01305;U065;W1111;2024-03-27;False;8.16;2;3
R01306;U005;W1543;2024-04-16;False;11.44;2;2
R01307;U090;W1270;2024-04-21;True;11.72;2;2
R01308;U099;W0158;2024-03-28;False;14.55;2;3
R01309;U077;W0516;2024-02-13;True;4.33;1;0
R01310;U033;W1336;2024-03-13;True;5.06;1;0
R01311;U088;W1747;2024-03-13;True;2.6;1;0
R01312;U085;W0490;2024-02-26;False;12.36;1;0
R01313;U051;W1928;2024-04-19;True;5.36;1;0
R01314;U025;W0967;2024-04-14;True;2.78;3;5
R01315;U052;W0078;2024-03-07;True;5.37;1;0
R01316;U067;W0518;2024-04-21;False;9.54;4;14
R01317;U086;W1087;2024-01-22;False;12.38;1;0
R01318;U082;W0725;2024-01-09;True;4.37;1;0
R01319;U076;W1396;2024-02-25;True;3.8;4;11
R01320;U091;W0272;2024-04-17;False;12.43;1;0
R01321;U030;W1313;2024-01-07;False;10.45;2;1
R01322;U095;W0791;2024-04-17;True;4.13;3;6
R01323;U016;W1724;2024-03-29;False;11.1;1;0
R01324;U057;W1991;2024-03-26;False;13.34;2;2
R01325;U052;W0517;2024-02-10;True;2.89;2;3
R01326;U038;W0177;2024-03-01;True;5.14;1;0
R01327;U037;W0627;2024-03-13;True;3.1;1;0
R01328;U025;W1795;2024-02-26;False;11.62;1;0
R01329;U045;W1592;2024-01-01;True;4.67;1;0
R01330;U024;W0881;2024-02-12;True;5.75;1;0
R01331;U096;W1187;2024-03-19;True;5.92;2;1
R01332;U099;W0219;2024-01-15;False;17.79;1;0
R01333;U092;W1233;2024-03-01;False;15.59;1;0
R01334;U059;W1403;2024-01-09;False;11.48;2;2
R01335;U075;W0306;2024-02-10;False;12.14;1;0
R01336;U052;W0594;2024-03-09;False;9.89;3;6
R01337;U017;W0843;2024-03-01;False;18.35;1;0
R01338;U040;W1270;2024-03-01;False;19.02;1;0
R01339;U083;W1895;2024-04-16;False;8.03;1;0
R01340;U004;W1547;2024-04-07;False;8.5;1;0
R01341;U090;W1543;2024-02-18;True;9.66;2;2
R01342;U019;W0003;2024-02-07;True;2.86;1;0
R01343;U095;W0272;2024-04-28;False;11.93;2;3
R01344;U033;W1899;2024-01-27;True;19.99;2;1
R01345;U067;W1957;2024-04-09;False;15.11;1;0
R01346;U047;W0246;2024-01-12;True;2.15;3;7
R01347;U029;W0349;2024-05-09;False;9.32;4;13
R01348;U006;W0719;2024-01-20;False;19.2;1;0
R01349;U086;W1066;2024-02-11;True;5.91;1;0
R01350;U085;W1620;2024-02-07;True;8.17;1;0
R01351;U049;W0344;2024-04-19;True;7.78;1;0
R01352;U025;W0981;2024-01-22;True;4.56;2;2
R01353;U082;W0431;2024-02-03;False;14.86;1;0
R01354;U099;W0324;2024-01-07;False;15.19;1;0
R01355;U066;W0137;2024-01-05;False;8.65;1;0
R01356;U098;W1052;2024-02-02;True;5.17;2;3
R01357;U011;W1562;2024-02-16;True;4.77;2;1
R01358;U011;W0920;2024-05-03;True;5.95;3;7
R01359;U097;W1021;2024-04-04;True;4.47;1;0
R01360;U015;W0412;2024-02-28;True;7.76;1;0
R01361;U019;W0830;2024-01-03;True;3.59;1;0
R01362;U099;W0362;2024-02-06;True;7.93;2;1
R01363;U018;W0955;2024-03-24;True;6.63;1;0
R01364;U041;W0767;2024-03-23;True;5.69;2;1
R01365;U050;W1055;2024-04-09;False;9.65;2;3
R01366;U075;W0412;2024-04-03;True;4.08;3;5
R01367;U099;W0180;2024-01-30;False;13.22;1;0
R01368;U022;W1299;2024-02-26;True;8.8;1;0
R01369;U095;W1826;2024-03-16;False;17.94;1;0
R01370;U010;W0936;2024-01-16;False;14.95;1;0
R01371;U045;W1592;2024-01-03;True;5.41;2;2
R01372;U038;W0577;2024-02-19;True;6.43;2;2
R01373;U084;W1635;2024-04-17;True;2.67;1;0
R01374;U036;W0857;2024-04-13;True;3.49;1;0
R01375;U092;W0536;2024-04-09;True;8.09;2;2
R01376;U057;W1991;2024-03-31;False;11.54;3;5
R01377;U077;W0516;2024-02-15;False;6.52;2;2
R01378;U004;W1547;2024-04-08;True;6.6;2;1
R01379;U077;W0897;2024-03-20;True;10.09;1;0
R01380;U019;W1189;2024-01-05;False;6.92;1;0
R01381;U024;W1626;2024-04-02;True;1.24;1;0
R01382;U072;W0987;2024-03-09;False;12.96;1;0
R01383;U067;W0795;2024-01-30;False;18.35;2;3
R01384;U042;W0569;2024-04-16;False;12.76;1;0
R01385;U061;W0061;2024-01-29;False;16.01;1;0
R01386;U030;W1673;2024-02-01;True;2.62;1;0
R01387;U088;W0717;2024-04-27;True;8.52;2;3
R01388;U053;W1685;2024-06-13;True;5.99;7;25
R01389;U095;W0981;2024-01-05;False;13.05;1;0
R01390;U001;W0976;2024-01-02;True;3.72;1;0
R01391;U072;W0954;2024-03-02;False;13.4;1;0
R01392;U095;W1494;2024-04-05;True;3.1;1;0
R01393;U076;W1418;2024-04-24;True;7.92;2;3
R01394;U099;W0804;2024-02-24;False;8.65;1;0
R01395;U065;W0352;2024-01-15;True;5.63;1;0
R01396;U052;W0621;2024-03-03;True;5.03;2;2
R01397;U070;W1606;2024-04-09;True;11.93;1;0
R01398;U057;W1966;2024-01-20;True;5.08;1;0
R01399;U066;W0456;2024-03-10;True;7.45;1;0
R01400;U055;W0490;2024-05-08;True;5.91;3;7
R01401;U052;W1824;2024-04-06;False;10.66;1;0
R01402;U072;W0602;2024-04-25;True;10.9;4;13
R01403;U084;W0723;2024-02-25;True;6.62;4;10
R01404;U012;W0337;2024-04-21;False;6.91;2;3
R01405;U081;W1218;2024-04-07;False;11.95;1;0
R01406;U019;W1285;2024-01-03;True;4.0;2;2
R01407;U006;W0789;2024-03-05;False;7.76;3;5
R01408;U044;W0224;2024-04-07;True;5.73;1;0
R01409;U099;W0494;2024-04-08;False;15.0;1;0
R01410;U061;W0634;2024-02-12;True;10.17;2;2
R01411;U053;W0518;2024-02-24;True;8.14;1;0
R01412;U094;W0167;2024-04-07;False;16.52;1;0
R01413;U081;W0324;2024-01-08;False;11.55;1;0
R01414;U094;W1908;2024-05-03;False;19.3;3;7
R01415;U034;W0698;2024-03-16;False;11.72;1;0
R01416;U045;W0893;2024-03-18;False;17.02;1;0
R01417;U022;W1516;2024-04-11;False;5.69;1;0
R01418;U038;W0488;2024-03-18;False;13.14;1;0
R01419;U015;W0361;2024-04-19;True;3.66;1;0
R01420;U091;W1975;2024-02-25;False;17.25;1;0
R01421;U083;W0560;2024-01-13;True;8.77;1;0
R01422;U052;W1503;2024-04-24;True;6.25;1;0
R01423;U050;W0048;2024-02-01;False;17.85;1;0
R01424;U052;W0651;2024-04-08;False;9.17;1;0
R01425;U003;W1920;2024-03-30;False;15.52;2;2
R01426;U016;W0467;2024-04-19;False;17.22;2;3
R01427;U073;W1076;2024-01-12;False;9.93;1;0
R01428;U100;W1792;2024-03-28;False;13.76;2;3
R01429;U097;W1919;2024-02-20;True;3.84;3;6
R01430;U097;W0023;2024-03-23;True;6.43;1;0
R01431;U015;W1017;2024-04-04;True;7.84;5;21
R01432;U071;W1847;2024-04-18;True;3.46;2;3
R01433;U007;W0379;2024-04-04;False;10.43;1;0
R01434;U078;W1497;2024-01-29;False;8.38;2;2
R01435;U093;W0865;2024-02-26;True;6.78;1;0
R01436;U022;W1457;2024-03-11;False;5.9;1;0
R01437;U018;W0225;2024-01-18;False;12.15;3;6
R01438;U067;W0544;2024-04-29;True;5.11;1;0
R01439;U063;W1776;2024-02-11;False;16.55;1;0
R01440;U085;W1620;2024-02-10;True;2.51;2;3
R01441;U048;W1174;2024-04-02;True;6.06;1;0
R01442;U078;W1314;2024-02-04;False;8.99;3;6
R01443;U059;W1676;2024-03-06;True;3.25;2;2
R01444;U041;W1717;2024-01-19;True;4.23;1;0
R01445;U010;W0584;2024-01-04;False;10.21;1;0
R01446;U008;W0096;2024-02-12;True;6.56;1;0
R01447;U091;W1319;2024-04-08;False;16.02;1;0
R01448;U065;W0800;2024-01-14;True;5.28;2;1
R01449;U079;W1048;2024-02-01;False;10.2;1;0
R01450;U085;W1507;2024-04-12;False;14.32;2;3
R01451;U039;W0378;2024-04-18;False;10.01;1;0
R01452;U056;W1881;2024-03-04;True;6.23;1;0
R01453;U096;W1053;2024-04-17;True;3.59;4;12
R01454;U030;W1214;2024-01-08;False;6.78;1;0
R01455;U023;W1019;2024-03-08;True;4.36;1;0
R01456;U028;W2000;2024-03-13;True;2.89;1;0
R01457;U032;W1887;2024-03-22;True;5.56;3;6
R01458;U005;W0922;2024-06-08;False;8.66;5;29
R01459;U073;W1632;2024-01-04;True;5.86;1;0
R01460;U062;W0128;2024-04-29;False;10.34;1;0
R01461;U044;W1392;2024-03-04;True;2.71;1;0
R01462;U063;W0851;2024-01-27;False;10.01;2;3
R01463;U094;W1143;2024-02-13;True;4.88;1;0
R01464;U080;W0128;2024-04-18;False;17.05;3;6
R01465;U091;W0438;2024-02-14;False;17.78;4;12
R01466;U062;W1754;2024-03-23;True;4.16;1;0
R01467;U059;W1125;2024-04-29;True;4.38;2;2
R01468;U029;W0706;2024-02-11;False;17.87;1;0
R01469;U022;W0846;2024-03-08;False;9.05;1;0
R01470;U037;W0538;2024-05-01;True;4.54;2;3
R01471;U081;W0531;2024-04-15;True;5.08;1;0
R01472;U072;W0954;2024-03-03;False;13.89;2;1
R01473;U081;W1504;2024-02-25;False;10.41;2;3
R01474;U002;W1410;2024-04-28;True;8.06;1;0
R01475;U093;W0150;2024-02-12;False;11.3;1;0
R01476;U075;W1394;2024-01-06;True;11.67;1;0
R01477;U054;W1821;2024-01-30;False;20.0;2;3
R01478;U094;W0978;2024-04-04;False;8.22;1;0
R01479;U016;W0794;2024-01-08;False;9.99;2;2
R01480;U025;W0089;2024-03-25;False;6.03;1;0
R01481;U008;W0811;2024-01-09;True;7.04;1;0
R01482;U090;W1910;2024-02-20;True;1.2;1;0
R01483;U056;W0105;2024-01-31;False;12.25;4;13
R01484;U042;W0303;2024-01-17;True;4.71;1;0
R01485;U092;W0772;2024-01-15;False;18.33;2;2
R01486;U082;W0410;2024-02-26;False;12.38;1;0
R01487;U078;W1680;2024-01-25;True;5.61;1;0
R01488;U005;W0922;2024-07-03;False;6.2;6;25
R01489;U066;W1409;2024-01-08;True;3.74;1;0
R01490;U023;W0571;2024-02-14;True;4.02;5;21
R01491;U052;W1553;2024-02-06;True;4.5;1;0
R01492;U098;W0819;2024-01-22;True;4.52;1;0
R01493;U093;W1845;2024-03-28;True;4.3;1;0
R01494;U005;W0194;2024-04-08;True;2.37;1;0
R01495;U037;W0627;2024-03-16;True;3.54;2;3
R01496;U022;W1330;2024-04-05;True;4.97;1;0
R01497;U065;W0621;2024-03-22;True;5.15;1;0
R01498;U063;W1776;2024-02-14;True;14.56;2;3
R01499;U006;W0789;2024-03-16;True;5.08;4;11
R01500;U024;W1769;2024-02-21;True;11.41;1;0
R01501;U086;W1922;2024-04-23;True;8.08;1;0
R01502;U080;W0177;2024-03-01;True;4.06;2;2
R01503;U091;W0293;2024-01-13;True;16.08;2;3
R01504;U009;W1645;2024-03-11;False;8.91;1;0
R01505;U005;W0194;2024-04-09;True;3.71;2;1
R01506;U087;W1342;2024-04-21;True;3.52;1;0
R01507;U023;W1125;2024-01-21;True;6.98;1;0
R01508;U004;W1242;2024-01-04;False;16.75;1;0
R01509;U025;W0777;2024-03-13;True;5.86;1;0
R01510;U094;W1610;2024-01-20;False;13.49;1;0
R01511;U079;W0260;2024-02-10;True;6.44;1;0
R01512;U095;W0478;2024-01-05;False;14.68;1;0
R01513;U069;W1225;2024-01-26;False;9.34;1;0
R01514;U050;W1949;2024-02-10;False;19.27;1;0
R01515;U093;W1334;2024-01-24;True;6.17;4;14
R01516;U040;W0254;2024-01-10;True;5.25;2;2
R01517;U057;W1398;2024-03-29;True;4.27;1;0
R01518;U080;W1301;2024-04-26;True;5.76;1;0
R01519;U090;W1711;2024-01-30;True;5.27;2;2
R01520;U017;W0114;2024-03-03;False;7.36;1;0
R01521;U045;W0899;2024-01-25;False;15.77;3;5
R01522;U070;W1072;2024-01-11;False;15.91;1;0
R01523;U055;W1549;2024-01-22;True;3.69;1;0
R01524;U093;W1386;2024-04-25;False;7.5;1;0
R01525;U008;W1715;2024-02-25;False;16.43;1;0
R01526;U065;W0621;2024-03-25;True;5.27;2;3
R01527;U048;W0559;2024-02-29;True;5.69;2;2
R01528;U004;W1370;2024-04-24;False;10.99;2;3
R01529;U086;W0747;2024-04-02;True;5.9;1;0
R01530;U005;W0194;2024-04-16;True;5.63;3;7
R01531;U051;W1016;2024-01-15;True;6.2;1;0
R01532;U045;W0893;2024-03-19;False;17.95;2;1
R01533;U082;W0627;2024-04-21;False;11.59;1;0
R01534;U035;W1365;2024-01-08;True;1.96;1;0
R01535;U075;W1733;2024-02-07;False;13.99;3;7
R01536;U001;W1659;2024-03-29;True;5.14;3;6
R01537;U020;W0117;2024-01-12;True;4.7;2;3
R01538;U091;W0581;2024-04-20;True;11.96;1;0
R01539;U013;W0604;2024-02-10;False;15.66;2;3
R01540;U058;W1653;2024-02-18;True;7.85;2;1
R01541;U019;W0781;2024-03-05;True;4.03;1;0
R01542;U026;W0230;2024-02-01;True;10.18;2;3
R01543;U029;W1010;2024-05-29;True;12.84;5;17
R01544;U009;W0860;2024-04-13;True;6.85;2;1
R01545;U037;W0043;2024-03-27;True;7.71;1;0
R01546;U075;W1394;2024-01-09;False;9.38;2;3
R01547;U008;W0344;2024-04-05;False;7.11;1;0
R01548;U024;W1332;2024-04-05;True;7.23;1;0
R01549;U008;W0811;2024-01-11;False;15.31;2;2
R01550;U042;W1614;2024-02-29;True;4.79;1;0
R01551;U054;W1422;2024-01-15;False;14.63;2;2
R01552;U011;W1274;2024-03-25;False;12.92;1;0
R01553;U047;W1274;2024-04-07;True;3.45;2;1
R01554;U052;W1503;2024-04-26;True;4.87;2;2
R01555;U022;W1791;2024-04-19;True;4.13;1;0
R01556;U066;W0354;2024-03-31;False;9.19;2;3
R01557;U061;W1542;2024-04-08;False;8.84;5;25
R01558;U097;W1405;2024-02-13;True;2.97;3;6
R01559;U068;W0593;2024-01-27;False;18.57;1;0
R01560;U021;W0452;2024-02-05;True;5.3;1;0
R01561;U074;W1006;2024-04-14;False;16.22;3;6
R01562;U086;W0747;2024-04-04;False;11.53;2;2
R01563;U026;W0440;2024-04-29;True;4.04;2;1
R01564;U023;W0807;2024-04-03;True;4.42;1;0
R01565;U096;W0037;2024-02-05;False;11.45;1;0
R01566;U009;W0264;2024-03-19;True;5.71;4;12
R01567;U058;W0175;2024-02-10;True;1.0;1;0
R01568;U033;W1336;2024-03-16;True;7.76;2;3
R01569;U023;W0254;2024-02-04;False;8.58;2;3
R01570;U008;W0408;2024-02-28;False;16.17;5;24
R01571;U015;W0844;2024-04-26;False;7.98;1;0
R01572;U065;W0058;2024-02-10;True;4.2;1;0
R01573;U051;W0670;2024-02-28;True;5.33;1;0
R01574;U080;W0128;2024-04-30;False;10.41;4;12
R01575;U093;W0917;2024-03-21;True;4.45;1;0
R01576;U027;W0224;2024-04-07;True;13.71;1;0
R01577;U018;W1065;2024-04-23;False;16.26;1;0
R01578;U088;W0266;2024-01-18;True;5.98;1;0
R01579;U093;W0276;2024-03-24;True;4.1;2;2
R01580;U028;W1065;2024-03-10;True;5.98;1;0
R01581;U021;W0850;2024-03-11;False;11.29;1;0
R01582;U051;W0377;2024-02-03;True;5.97;1;0
R01583;U024;W1161;2024-01-18;False;6.65;2;1
R01584;U010;W1738;2024-02-20;True;6.35;1;0
R01585;U094;W0189;2024-03-30;False;15.84;1;0
R01586;U092;W0772;2024-01-22;False;17.93;3;7
R01587;U044;W0588;2024-04-05;True;5.3;4;14
R01588;U083;W0695;2024-04-24;False;15.27;3;7
R01589;U031;W0580;2024-02-27;True;13.76;1;0
R01590;U093;W0821;2024-02-21;True;3.37;1;0
R01591;U068;W1748;2024-02-05;False;11.54;2;1
R01592;U018;W0225;2024-01-30;False;11.91;4;12
R01593;U090;W0131;2024-02-02;True;6.57;1;0
R01594;U067;W0242;2024-03-18;False;13.64;1;0
R01595;U082;W1046;2024-03-26;False;10.34;1;0
R01596;U071;W0879;2024-03-20;True;3.36;1;0
R01597;U030;W0189;2024-02-24;False;6.48;1;0
R01598;U012;W1071;2024-02-09;True;6.98;3;5
R01599;U017;W0114;2024-03-05;True;3.99;2;2
R01600;U030;W1609;2024-02-04;True;6.0;1;0
R01601;U037;W1251;2024-01-20;True;4.58;1;0
R01602;U041;W1693;2024-01-15;True;5.96;2;2
R01603;U076;W1418;2024-04-29;False;7.84;3;5
R01604;U074;W1386;2024-04-24;False;18.58;4;14
